DSSTox_Substance_Id,DSSTox_Structure_Id,DSSTox_QC-Level,name,casn,Substance_Type,Substance_Note,SMILES,InChI,InChIKey,formula,MolWt
DTXSID4020111,DTXCID60111,DSSTox_Low,dl-Atenolol hydrochloride,51706-40-2,Single Compound,,Cl.CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,"InChI=1/C14H22N2O3.ClH/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18;/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18);1H
AuxInfo=1/1/N:1,3,12,14,11,15,16,5,8,2,13,6,10,17,19,4,7,18,9;20/E:(1,2)(3,4)(5,6);/rA:20CCCNCCOCOCCCCCCCCONCl/rB:s1;s2;s2;s4;s5;s6;s6;s8;s9;d10;s11;d12;s13;s10d14;s13;s16;d17;s17;;/rC:0,-4.0039,0;1.54,-4.0039,0;2.31,-5.3282,0;2.31,-2.6642,0;3.8499,-2.6642,0;4.6199,-1.3244,0;3.8499,0,0;6.1599,-1.3244,0;6.9299,-2.6642,0;8.4698,-2.6642,0;9.2398,-1.3244,0;10.7798,-1.3244,0;11.5498,-2.6642,0;10.7798,-4.0039,0;9.2398,-4.0039,0;13.0897,-2.6642,0;13.8597,-4.0039,0;15.3997,-4.0039,0;13.0897,-5.3282,0;8.3158,-5.2667,0;
",FFDDLJYKJQGSPW-UHFFFAOYNA-N,C14H23ClN2O3,302.797
DTXSID9020112,DTXCID90112,DSSTox_Low,Atrazine,1912-24-9,Single Compound,,CCNC1=NC(NC(C)C)=NC(Cl)=N1,"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)
AuxInfo=1/1/N:14,10,11,13,9,2,4,6,1,12,8,3,7,5/E:(2,3)/rA:14ClCNCNCNNCCCNCC/rB:s1;d2;s3;d4;s5;s2d6;s6;s8;s9;s9;s4;s12;s13;/rC:6.916,0,0;6.1506,-1.3371,0;6.916,-2.665,0;6.1506,-3.9928,0;4.6108,-3.9928,0;3.8454,-2.665,0;4.6108,-1.3371,0;2.3054,-2.665,0;1.54,-3.9928,0;2.3054,-5.33,0;0,-3.9928,0;6.916,-5.33,0;8.456,-5.33,0;9.2214,-6.6578,0;
",MXWJVTOOROXGIU-UHFFFAOYSA-N,C8H14ClN5,215.6833
DTXSID4020113,DTXCID20113,DSSTox_Low,Atropine,51-55-8,Single Compound,,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,"InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16?
AuxInfo=1/0/N:20,11,9,10,8,7,18,19,14,17,5,4,15,12,13,2,1,16,6,3,21/E:(3,4)(5,6)(7,8)(9,10)(13,14)/rA:21CCOCCOCCCCCC.oC.eCC.oNCCCCO/rB:s1;d1;s2;s2;s5;s4;d4;s8;d7;d9s10;;;s13;s14;P12N15;s12s13;s15;s12s18;s16;s1N13;/rC:5.0537,-6.2033,0;5.0537,-7.7649,0;6.3877,-5.4658,0;6.3877,-8.5458,0;3.7306,-8.5458,0;2.3534,-7.7649,0;7.7216,-7.7649,0;6.3877,-10.0858,0;7.7216,-10.8449,0;9.0555,-8.5458,0;9.0555,-10.0858,0;1.746,-2.5052,0;3.7306,-3.991,0;2.7655,-3.1993,0;.9652,-3.1993,0;.7049,-1.6919,0;3.4704,-2.4726,0;0,-4.5332,0;1.1495,-3.8283,0;.488,0,0;3.7306,-5.1622,0;
",RKUNBYITZUJHSG-SPUOUPEWSA-N,C17H23NO3,289.3694
DTXSID9020114,DTXCID50114,DSSTox_Low,Auramine hydrochloride,2465-27-2,Single Compound,,Cl.CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,"InChI=1S/C17H21N3.ClH/c1-19(2)15-9-5-13(6-10-15)17(18)14-7-11-16(12-8-14)20(3)4;/h5-12,18H,1-4H3;1H
AuxInfo=1/0/N:7,8,16,17,3,10,12,19,4,9,13,18,2,11,5,14,1,20,6,15;21/E:(1,2,3,4)(5,6,7,8)(9,10,11,12)(13,14)(15,16)(19,20);/rA:21CCCCCNCCCCCCCCNCCCCNCl/rB:s1;s2;d3;s4;s5;s6;s6;d5;d2s9;s1;s11;d12;s13;s14;s15;s15;d14;d11s18;d1;;/rC:6.6609,-1.532,0;7.9931,-2.3047,0;9.3253,-1.532,0;10.6575,-2.3047,0;10.6575,-3.8366,0;11.9897,-4.6093,0;11.9897,-6.1547,0;13.3218,-3.8366,0;9.3253,-4.6093,0;7.9931,-3.8366,0;5.3288,-2.3047,0;5.3288,-3.8366,0;3.9965,-4.6093,0;2.6644,-3.8366,0;1.3321,-4.6093,0;0,-3.8366,0;1.3321,-6.1547,0;2.6644,-2.3047,0;3.9965,-1.532,0;6.6609,0,0;6.7674,-5.8882,0;
",KSCQDDRPFHTIRL-UHFFFAOYSA-N,C17H22ClN3,303.8297
DTXSID4020115,DTXCID80115,DSSTox_Low,Auranofin,34031-32-8,Single Compound,,CCP(CC)(CC)=[Au]S[C@H]1O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,"InChI=1S/C14H20O9S.C6H15P.Au/c1-6(15)19-5-10-11(20-7(2)16)12(21-8(3)17)13(14(24)23-10)22-9(4)18;1-4-7(5-2)6-3;/h10-14,24H,5H2,1-4H3;4-6H2,1-3H3;/q;;+1/p-1/t10-,11-,12+,13-,14+;;/m0../s1
AuxInfo=1/1/N:19,14,1,32,15,17,12,2,30,9,10,5,6,7,18,13,3,31,16,11,4,29,8,20;24,26,28,23,25,27,22;21/E:;(1,2,3)(4,5,6);/it:im;;/rA:32CCOOC.oC.oC.eOC.eC.eOCOCCOCOCSAuPCCCCCCOCOC/rB:s1;d2;s2;p4;s5;s6;s7;s8;s5s9;N10;s11;d12;s12;P9;s15;s16;d17;s17;P7;s20;d21;s22;s23;s22;s25;s22;s27;N6;s29;d30;s30;/rC:11.8929,-6.66,0;10.3587,-6.66,0;9.5856,-7.992,0;9.5856,-5.328,0;8.0515,-5.328,0;7.2784,-6.66,0;5.7443,-6.66,0;4.9712,-5.328,0;5.7443,-3.996,0;7.2784,-3.996,0;8.0515,-2.6641,0;7.2784,-1.332,0;8.0515,0,0;5.7443,-1.332,0;4.9712,-2.6641,0;3.437,-2.6641,0;2.6641,-1.332,0;1.1298,-1.332,0;3.437,0,0;4.9712,-7.992,0;3.437,-7.992,0;2.6641,-9.324,0;1.891,-10.656,0;.3568,-10.656,0;1.332,-8.5509,0;0,-9.324,0;3.996,-10.0971,0;3.996,-11.6312,0;8.0515,-7.992,0;7.2784,-9.324,0;8.0515,-10.656,0;5.7443,-9.324,0;
",AUJRCFUBUPVWSZ-PTNXSCMHSA-M,C20H34AuO9PS,678.4839
DTXSID9020116,DTXCID10116,DSSTox_Low,5-Azacytidine,320-67-2,Single Compound,,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"InChI=1S/C8H12N4O5/c9-7-10-2-12(8(16)11-7)6-5(15)4(14)3(1-13)17-6/h2-6,13-15H,1H2,(H2,9,11,16)/t3-,4-,5-,6-/m1/s1
AuxInfo=1/1/N:13,6,7,8,4,1,15,5,17,12,10,2,16,14,9,11,3/it:im/rA:17C.eNOC.oCCC.oC.oONONCOCON/rB:P1;s1;s1;s2;s2;s3;s4s7;N4;s5;d5;d6;P7;N8;d10s12;s13;s15;/rC:4.2555,-6.1173,0;4.2732,-4.6101,0;3.041,-5.2662,0;3.8034,-7.6156,0;5.5854,-3.8566,0;2.9523,-3.83,0;1.7909,-6.1793,0;2.2607,-7.6156,0;4.7342,-8.8391,0;5.5942,-2.3228,0;6.9153,-4.6278,0;2.9523,-2.3051,0;.3191,-5.7006,0;1.3565,-8.8657,0;4.2644,-1.5338,0;0,-4.2023,0;4.2821,0,0;
",NMUSYJAQQFHJEW-KVTDHHQDSA-N,C8H12N4O5,244.2047
DTXSID4020117,DTXCID40117,DSSTox_Low,6-Azacytidine,3131-60-0,Single Compound,,NC1=NC(=O)N(N=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"InChI=1S/C8H12N4O5/c9-4-1-10-12(8(16)11-4)7-6(15)5(14)3(2-13)17-7/h1,3,5-7,13-15H,2H2,(H2,9,11,16)/t3-,5-,6-,7-/m1/s1
AuxInfo=1/1/N:12,13,7,15,8,4,1,5,17,6,10,2,16,14,9,11,3/it:im/rA:17C.eNOC.oCNC.oC.oONOCCOCON/rB:P1;s1;s1;s2;s2;s3;s4s7;N4;s5;d5;d6;P7;N8;d10s12;s13;s15;/rC:4.2467,-6.1609,0;4.2289,-4.6384,0;3.0448,-5.2706,0;3.766,-7.6388,0;5.5377,-3.855,0;2.9024,-3.8728,0;1.7628,-6.1431,0;2.2079,-7.6032,0;4.6652,-8.9029,0;5.5288,-2.3237,0;6.882,-4.6206,0;2.8846,-2.3326,0;.3027,-5.6534,0;1.2821,-8.8407,0;4.1844,-1.5492,0;0,-4.131,0;4.1844,0,0;
",OZQDLJNDRVBCST-SHUUEZRQSA-N,C8H12N4O5,244.2047
DTXSID9020118,DTXCID70118,DSSTox_Low,Azaserine,115-02-6,Single Compound,,N[C@@H](COC(=O)C=[N+]=[N-])C(O)=O,"InChI=1S/C5H7N3O4/c6-3(5(10)11)2-12-4(9)1-8-7/h1,3H,2,6H2,(H,10,11)/t3-/m0/s1
AuxInfo=1/1/N:10,4,5,2,6,9,12,11,1,7,8,3/E:(10,11)/it:im/CRV:8.5/rA:12OCOCC.oCOONCN+N-/rB:d1;s2;s3;s4;s5;d6;s6;N5;s2;d10;d11;/rC:3.0799,0,0;3.8498,-1.3299,0;5.3798,-1.3299,0;6.1497,-2.6699,0;7.6897,-2.6699,0;8.4596,-3.9999,0;7.6897,-5.3297,0;9.9996,-3.9999,0;8.4596,-1.3299,0;3.0799,-2.6699,0;1.5399,-2.6699,0;0,-2.6699,0;
",MZZGOOYMKKIOOX-VKHMYHEASA-N,C5H7N3O4,173.1268
DTXSID4020119,DTXCID00119,DSSTox_Low,Azathioprine,446-86-6,Single Compound,,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,"InChI=1S/C9H7N7O2S/c1-15-4-14-7(16(17)18)9(15)19-8-5-6(11-2-10-5)12-3-13-8/h2-4H,1H3,(H,10,11,12,13)
AuxInfo=1/1/N:10,18,2,11,5,4,13,6,8,17,19,3,1,12,9,14,15,16,7/E:(17,18)/CRV:16.5/rA:19NCNCCCSCNCCNCN+O-ONCN/rB:s1;d2;s3;d4;d1s5;s6;s7;s8;s9;s9;d11;d8s12;s13;s14;d14;s5;s17;s4d18;/rC:3.8038,-4.692,0;2.4715,-5.4643,0;1.1392,-4.692,0;1.1392,-3.157,0;2.4715,-2.3847,0;3.8038,-3.157,0;5.1361,-2.3847,0;6.4684,-3.157,0;6.6325,-4.6824,0;5.4836,-5.7153,0;8.1289,-5.0106,0;8.9013,-3.6783,0;7.8683,-2.5294,0;8.1965,-1.033,0;7.0476,0,0;9.6543,-.5503,0;2.1529,-.8882,0;.6276,-.7241,0;0,-2.1336,0;
",LMEKQMALGUDUQG-UHFFFAOYSA-N,C9H7N7O2S,277.2626
DTXSID3020120,DTXCID50120,DSSTox_Low,Azelnidipine,123524-52-7,Single Compound,,CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1/C33H34N4O6/c1-20(2)42-32(38)27-21(3)35-31(34)29(28(27)24-15-10-16-25(17-24)37(40)41)33(39)43-26-18-36(19-26)30(22-11-6-4-7-12-22)23-13-8-5-9-14-23/h4-17,20,26,28,30,35H,18-19,34H2,1-3H3
AuxInfo=1/0/N:25,26,20,36,41,35,37,40,42,10,34,38,39,43,9,5,7,1,3,24,18,32,33,8,6,4,19,14,15,31,16,21,28,27,17,2,11,22,30,12,13,23,29/E:(1,2)(4,5)(6,7,8,9)(11,12,13,14)(18,19)(22,23)(40,41)/CRV:37.5/rA:43CNCCCCCCCCN+O-OCCCNCCCCOOCCCNCOOCCCCCCCCCCCCC/rB:s1;s2;s1s3;;d5;s6;d7;s8;s5d9;s6;s11;d11;s8;s14;d15;s16;s17;s14d18;s18;s19;d21;s21;s23;s24;s24;s16;s15;s4s28;d28;s2;s31;s31;d32;s34;d35;s36;s32d37;d33;s39;d40;s41;s33d42;/rC:5.3447,-7.8905,0;5.3447,-9.424,0;6.8782,-9.424,0;6.8782,-7.8905,0;6.9377,-3.0669,0;6.9377,-4.6004,0;8.2479,-5.3596,0;9.5878,-4.6004,0;9.5878,-3.0669,0;8.2479,-2.2927,0;5.5978,-5.3596,0;5.5978,-6.8931,0;4.2877,-4.6004,0;10.8979,-5.3596,0;10.8979,-6.8931,0;12.2378,-7.6523,0;13.5479,-6.8931,0;13.5479,-5.3596,0;12.2378,-4.6004,0;14.8878,-4.6004,0;12.2378,-3.0669,0;13.5479,-2.2927,0;10.8979,-2.2927,0;10.8979,-.7742,0;12.2378,0,0;9.5878,0,0;12.2378,-9.1858,0;9.543,-7.6523,0;8.1883,-6.8931,0;9.543,-9.1858,0;4.0048,-10.1832,0;2.6649,-9.424,0;4.0048,-11.7465,0;1.34,-10.1832,0;0,-9.424,0;0,-7.8757,0;1.34,-7.1164,0;2.6649,-7.8757,0;5.3447,-12.4909,0;5.3447,-14.0541,0;4.0048,-14.8282,0;2.6649,-14.0541,0;2.6649,-12.4909,0;
",ZKFQEACEUNWPMT-UHFFFAOYNA-N,C33H34N4O6,582.6462
DTXSID8020121,DTXCID80121,DSSTox_Low,Sodium azide,26628-22-8,Single Compound,,[Na+].[N-]=[N+]=[N-],"InChI=1S/N3.Na/c1-3-2;/q-1;+1
AuxInfo=1/0/N:2,4,3;1/E:(1,2);/CRV:2-1,3.5;/rA:4Na+N-N+N-/rB:;d2;d3;/rC:4.8428,-.0388,0;3.08,0,0;1.54,0,0;;
",PXIPVTKHYLBLMZ-UHFFFAOYSA-N,N3Na,65.0099
DTXSID3020122,DTXCID10122,DSSTox_Low,Azinphos-methyl,86-50-0,Single Compound,,COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,"InChI=1S/C10H12N3O3PS2/c1-15-17(18,16-2)19-7-13-10(14)8-5-3-4-6-9(8)11-12-13/h3-6H,7H2,1-2H3
AuxInfo=1/0/N:17,19,7,6,8,5,12,3,4,2,9,10,11,1,16,18,14,15,13/E:(1,2)(15,16)/rA:19OCCCCCCCNNNCSPSOCOC/rB:d1;s2;d3;s4;d5;s6;s3d7;s4;d9;s2s10;s11;s12;s13;d14;s14;s16;s14;s18;/rC:4.0023,-1.1297,0;4.0023,-2.6683,0;2.6683,-3.4494,0;2.6683,-4.9878,0;1.3341,-5.7571,0;0,-4.9878,0;0,-3.4494,0;1.3341,-2.6683,0;4.0023,-5.7571,0;5.3364,-4.9878,0;5.3364,-3.4494,0;6.6825,-2.6683,0;8.0166,-3.4494,0;9.3508,-2.6683,0;10.12,-4.0144,0;8.5816,-1.3341,0;9.3508,0,0;10.6849,-1.8989,0;12.0189,-2.6683,0;
",CJJOSEISRRTUQB-UHFFFAOYSA-N,C10H12N3O3PS2,317.3243
DTXSID8020123,DTXCID40123,DSSTox_Low,Azobenzene,103-33-3,Single Compound,,C1=CC=C(C=C1)N=NC1=CC=CC=C1,"InChI=1S/C12H10N2/c1-3-7-11(8-4-1)13-14-12-9-5-2-6-10-12/h1-10H
AuxInfo=1/0/N:6,12,5,7,11,13,4,8,10,14,3,9,2,1/E:(1,2)(3,4,5,6)(7,8,9,10)(11,12)(13,14)/rA:14NNCCCCCCCCCCCC/rB:d?1;s2;d3;s4;d5;s6;s3d7;s1;d9;s10;d11;s12;s9d13;/rC:5.8776,-1.3306,0;4.5994,-1.3306,0;3.0698,-1.3306,0;2.2945,-2.6612,0;.7543,-2.6612,0;0,-1.3306,0;.7543,0,0;2.2945,0,0;7.4073,-1.3306,0;8.1826,0,0;9.7227,0,0;10.477,-1.3306,0;9.7227,-2.6612,0;8.1826,-2.6612,0;
",DMLAVOWQYNRWNQ-UHFFFAOYSA-N,C12H10N2,182.2212
DTXSID3020124,DTXCID70124,DSSTox_Low,Azoxymethane,25843-45-2,Single Compound,,C\N=[N+](\C)[O-],"InChI=1S/C2H6N2O/c1-3-4(2)5/h1-2H3/b4-3-
AuxInfo=1/0/N:4,1,3,2,5/CRV:4.5/rA:5CN+NCO-/rB:s1;d-2;s3;s2;/rC:0,-2.3098,0;1.3331,-1.5412,0;2.6701,-2.3098,0;4.0032,-1.5412,0;1.3331,0,0;
",DGAKHGXRMXWHBX-ARJAWSKDSA-N,C2H6N2O,74.0818
DTXSID8020125,DTXCID00125,DSSTox_Low,1-Azoxypropane,17697-55-1,Single Compound,,CCC\N=[N+](\[O-])CCC,"InChI=1S/C6H14N2O/c1-3-5-7-8(9)6-4-2/h3-6H2,1-2H3/b8-7+
AuxInfo=1/0/N:5,8,4,7,3,6,2,1,9/CRV:8.5/rA:9N+NCCCCCCO-/rB:d+1;s2;s3;s4;s1;s6;s7;s1;/rC:3.0813,-1.3404,0;4.6221,-1.3404,0;5.3924,-2.6731,0;6.9331,-2.6731,0;7.7034,-4.0057,0;2.311,-2.6731,0;.7703,-2.6731,0;0,-4.0057,0;2.311,0,0;
",NOLAXNLVEYHWHM-BQYQJAHWSA-N,C6H14N2O,130.1882
DTXSID3020126,DTXCID30126,DSSTox_Low,2-Azoxypropane,17697-53-9,Single Compound,,CC(C)\N=[N+](/[O-])C(C)C,"InChI=1S/C6H14N2O/c1-5(2)7-8(9)6(3)4/h5-6H,1-4H3/b8-7-
AuxInfo=1/0/N:4,5,7,8,3,6,2,1,9/E:(1,2)(3,4)/CRV:8.5/rA:9N+NCCCCCCO-/rB:d-1;s2;s3;s3;s1;s6;s6;s1;/rC:2.67,-2.3095,0;4.005,-1.542,0;5.34,-2.3095,0;6.6751,-1.542,0;5.34,-3.8515,0;1.335,-1.542,0;1.335,0,0;0,-2.3095,0;2.67,-3.8515,0;
",GWSLPKWCBFSXCD-FPLPWBNLSA-N,C6H14N2O,130.1882
DTXSID8020127,DTXCID60127,DSSTox_Low,3'-Azido-3'-deoxythymidine,30516-87-1,Single Compound,,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,"InChI=1S/C10H13N5O4/c1-5-3-15(10(18)12-9(5)17)8-2-6(13-14-11)7(4-16)19-8/h3,6-8,16H,2,4H2,1H3,(H,12,17,18)/t6-,7+,8+/m0/s1
AuxInfo=1/1/N:9,14,4,18,5,13,11,10,6,2,16,3,17,15,1,19,8,7,12/it:im/CRV:14.5/rA:19NCNCCCOOCC.eC.oOC.eCN+N-NCO/rB:s1;s2;s1;d4;s3s5;d2;d6;s5;p1;;s10s11;s11;s10s13;;d15;N13d15;P11;s18;/rC:5.9922,-4.4697,0;4.6942,-3.689,0;4.6942,-2.2251,0;7.2901,-3.6694,0;7.2901,-2.2251,0;5.9922,-1.4737,0;3.406,-4.499,0;5.9922,0,0;8.6661,-1.4346,0;5.9922,-7.0266,0;3.5035,-7.0266,0;4.7625,-6.0995,0;3.972,-8.5003,0;5.5237,-8.5003,0;1.5419,-9.7397,0;0,-9.7397,0;3.0741,-9.7592,0;2.0494,-6.5387,0;1.7176,-5.0456,0;
",HBOMLICNUCNMMY-XLPZGREQSA-N,C10H13N5O4,267.2413
DTXSID3020128,DTXCID90128,DSSTox_Low,Sodium barbital,144-02-5,Single Compound,,[Na+].CCC1(CC)C(=O)NC([O-])=NC1=O,"InChI=1S/C8H12N2O3.Na/c1-3-8(4-2)5(11)9-7(13)10-6(8)12;/h3-4H2,1-2H3,(H2,9,10,11,12,13);/q;+1/p-1
AuxInfo=1/1/N:11,13,10,12,2,6,4,1,3,5,9,7,8;14/E:(1,2)(3,4)(5,6)(9,10)(11,12);/rA:14CCNCNCOO-OCCCCNa+/rB:s1;s2;s3;d4;s1s5;d6;s4;d2;s1;s10;s1;s12;;/rC:2.5013,-2.3065,0;2.5013,-.7731,0;3.8333,0,0;5.1652,-.7731,0;5.1652,-2.3065,0;3.8333,-3.0796,0;3.8333,-4.6129,0;6.497,0,0;1.1695,0,0;1.9751,-3.7553,0;.4613,-4.0217,0;.9876,-2.0401,0;0,-3.2226,0;3.229,-6.1527,0;
",RGHFKWPGWBFQLN-UHFFFAOYSA-M,C8H11N2NaO3,206.1743
DTXSID8020129,DTXCID20129,DSSTox_Low,Barbituric acid,67-52-7,Single Compound,,O=C1CC(=O)NC(=O)N1,"InChI=1S/C4H4N2O3/c7-2-1-3(8)6-4(9)5-2/h1H2,(H2,5,6,7,8,9)
AuxInfo=1/1/N:3,2,4,7,9,6,1,5,8/E:(2,3)(5,6)(7,8)/rA:9OCCCONCON/rB:d1;s2;s3;d4;s4;s6;d7;s2s7;/rC:0,-2.6688,0;1.5425,-2.6688,0;2.3112,-1.3343,0;3.8537,-1.3343,0;4.6222,0,0;4.6222,-2.6688,0;3.8537,-4.0031,0;4.6222,-5.3375,0;2.3112,-4.0031,0;
",HNYOPLTXPVRDBG-UHFFFAOYSA-N,C4H4N2O3,128.0862
DTXSID7020130,DTXCID70130,DSSTox_Low,Barium acetate,543-80-6,Single Compound,,[Ba++].CC([O-])=O.CC([O-])=O,"InChI=1S/2C2H4O2.Ba/c2*1-2(3)4;/h2*1H3,(H,3,4);/q;;+2/p-2
AuxInfo=1/1/N:1,2,3,4;8,6,5,7;9/E:2*(3,4);/rA:9CCOO-O-COCBa+2/rB:s1;d2;s2;;s5;d6;s6;;/rC:5.9949,0,0;5.2276,-1.3369,0;5.9949,-2.6678,0;3.6869,-1.3369,0;2.3081,0,0;1.5347,-1.3369,0;2.3081,-2.6678,0;0,-1.3369,0;2.9196,-4.2025,0;
",ITHZDDVSAWDQPZ-UHFFFAOYSA-L,C4H6BaO4,255.415
DTXSID2020131,DTXCID00131,DSSTox_Low,Barium chloride dihydrate,10326-27-9,Single Compound,,O.O.[Cl-].[Cl-].[Ba++],"InChI=1S/Ba.2ClH.2H2O/h;2*1H;2*1H2/q+2;;;;/p-2
AuxInfo=1/1/N:2;1;3;4;5/rA:5Cl-Ba+2Cl-OO/rB:;;;;/rC:18.6667,-5.7307,0;7.0187,-5.992,0;0,-6.0667,0;8.456,0,0;8.456,-12.0587,0;
",PWHCIQQGOQTFAE-UHFFFAOYSA-L,BaCl2H4O2,244.2635
DTXSID7020132,DTXCID30132,DSSTox_Low,Bemitradine,88133-11-3,Single Compound,,CCOCCC1=C(N=C(N)N2N=CN=C12)C1=CC=CC=C1,"InChI=1S/C15H17N5O/c1-2-21-9-8-12-13(11-6-4-3-5-7-11)19-15(16)20-14(12)17-10-18-20/h3-7,10H,2,8-9H2,1H3,(H2,16,19)
AuxInfo=1/1/N:21,19,20,16,17,10,11,4,9,14,5,1,2,3,12,18,8,13,6,7,15/E:(4,5)(6,7)/rA:21CCCCCNNNCCCCNCOCCNCCC/rB:d1;s1;s1;s2;s2;s3;d3;s4;d5;s5;d6s7;s7;s8d13;s9;s10;d11;s12;s15;d16s17;s19;/rC:5.3473,-4.6308,0;3.9998,-3.8607,0;6.6735,-3.8607,0;5.3473,-6.1708,0;2.6737,-4.6308,0;3.9998,-2.3207,0;6.6735,-2.3207,0;8.1494,-4.3421,0;6.6735,-6.9516,0;2.6737,-6.1708,0;1.3261,-3.8607,0;5.3473,-1.54,0;8.1494,-1.8395,0;9.0691,-3.0801,0;8.021,-6.1708,0;1.3261,-6.9516,0;0,-4.6308,0;5.3473,0,0;9.3471,-6.9516,0;0,-6.1708,0;10.6947,-6.1708,0;
",OZSPQIXKOVJJGE-UHFFFAOYSA-N,C15H17N5O,283.3284
DTXSID2020133,DTXCID60133,DSSTox_Low,Benzalazine,64896-26-0,Single Compound,,OC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,"InChI=1S/C14H10N2O5/c17-12-6-5-10(7-11(12)14(20)21)16-15-9-3-1-8(2-4-9)13(18)19/h1-7,17H,(H,18,19)(H,20,21)/b16-15+
AuxInfo=1/1/N:14,16,13,17,6,7,4,15,12,5,3,8,18,2,11,10,9,19,20,1,21/E:(1,2)(3,4)(18,19)(20,21)/rA:21OCCCCCCCONNCCCCCCCOOO/rB:d1;s2;d3;s4;d5;s6;s3d7;s8;s5;d+10;s11;d12;s13;d14;s15;s12d16;s15;d18;s18;s2;/rC:1.3347,-2.3027,0;1.3347,-3.8427,0;2.6694,-4.6201,0;4.004,-3.8427,0;5.3387,-4.6201,0;5.3387,-6.1601,0;4.004,-6.9228,0;2.6694,-6.1601,0;1.3347,-6.9228,0;6.6734,-3.8427,0;7.9934,-4.6201,0;9.3281,-3.8427,0;9.3281,-2.3027,0;10.6627,-1.5401,0;11.9974,-2.3027,0;11.9974,-3.8427,0;10.6627,-4.6201,0;13.3322,-1.5401,0;13.3322,0,0;14.6669,-2.3027,0;0,-4.6201,0;
",JNVGBRQYZHTBTP-FOCLMDBBSA-N,C14H10N2O5,286.2396
DTXSID7020136,DTXCID50136,DSSTox_High,Benzenesulphonohydrazide,5351-65-5,Single Compound,,NC(=S)NNS(=O)(=O)C1=CC=CC=C1,"InChI=1S/C7H9N3O2S2/c8-7(13)9-10-14(11,12)6-4-2-1-3-5-6/h1-5,10H,(H3,8,9,13)
AuxInfo=1/1/N:12,11,13,10,14,9,4,5,3,2,7,8,6,1/E:(2,3)(4,5)(11,12)/CRV:14.6/rA:14SNNCNSOOCCCCCC/rB:s1;s2;s3;s4;d4;d1;d1;s1;d9;s10;d11;s12;s9d13;/rC:4.6217,-4.0049,0;3.8527,-5.3426,0;2.3148,-5.3426,0;1.5379,-6.6722,0;2.3148,-8.0097,0;0,-6.6722,0;3.292,-3.2359,0;5.9593,-4.7738,0;5.3986,-2.6673,0;6.9364,-2.6673,0;7.7054,-1.3376,0;6.9364,0,0;5.3986,0,0;4.6217,-1.3376,0;
",JWPWVPPTDSULMI-UHFFFAOYSA-N,C7H9N3O2S2,231.2953
DTXSID2020137,DTXCID80137,DSSTox_Low,Benzidine,92-87-5,Single Compound,,NC1=CC=C(C=C1)C1=CC=C(N)C=C1,"InChI=1S/C12H12N2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,13-14H2
AuxInfo=1/0/N:4,13,7,12,3,14,8,11,5,6,2,9,1,10/E:(1,2,3,4)(5,6,7,8)(9,10)(11,12)(13,14)/rA:14NCCCCCCCCNCCCC/rB:s1;d2;s3;d4;s5;d6;s7;d8;s9;s9;s6d11;s5;s2d13;/rC:10.7776,-1.3257,0;9.2364,-1.3257,0;8.4712,-2.6621,0;6.9299,-2.6621,0;6.154,-1.3257,0;4.6236,-1.3257,0;3.8476,-2.6621,0;2.3064,-2.6621,0;1.5412,-1.3257,0;0,-1.3257,0;2.3064,0,0;3.8476,0,0;6.9299,0,0;8.4712,0,0;
",HFACYLZERDEVSX-UHFFFAOYSA-N,C12H12N2,184.2371
